"user_id","cur_weight","update_time"
2,60.93512440579154,"2022-11-25 17:47:03+09"
2,70.98023075467364,"2022-11-08 22:03:02+09"
2,71.00224330880384,"2022-08-21 18:31:05+09"
2,62.02586377384729,"2022-05-26 20:54:46+09"
2,51.72343202398311,"2022-06-08 15:04:11+09"
2,68.88213858104048,"2022-04-26 20:08:38+09"
2,66.25626820558675,"2022-07-15 06:12:07+09"
2,52.20652780610742,"2022-07-31 11:47:37+09"
2,54.02133273493821,"2022-07-01 14:45:34+09"
2,72.1111940808661,"2022-12-18 15:35:12+09"
2,70.61890084187235,"2022-07-26 23:09:13+09"
2,55.145466217561776,"2022-12-10 17:48:37+09"
2,73.86346194054016,"2022-09-25 22:33:00+09"
2,72.8096270057272,"2022-05-15 23:17:51+09"
2,52.86697784977952,"2022-06-12 18:17:19+09"
2,66.91495827135103,"2022-08-10 16:30:46+09"
2,60.981233940572125,"2022-08-12 19:04:46+09"
2,61.70743663113201,"2022-08-27 06:20:55+09"
2,69.53496036057354,"2022-06-09 19:51:05+09"
2,60.53221013625315,"2022-05-22 10:41:47+09"
2,73.29928621242539,"2022-05-05 19:16:09+09"
2,50.01521853979911,"2022-07-02 19:56:29+09"
2,52.21365844444571,"2022-11-30 21:33:53+09"
2,53.4203859170549,"2022-10-03 23:21:11+09"
2,63.12399463039277,"2022-05-28 14:11:02+09"
2,60.84568561474421,"2022-05-08 05:28:43+09"
2,66.58981051362858,"2022-11-11 18:30:22+09"
2,61.96560864200981,"2022-05-10 15:40:59+09"
2,55.98552003663733,"2022-09-07 05:22:33+09"
2,70.15871017007045,"2022-07-12 14:38:38+09"
2,52.31691381228585,"2022-09-24 11:18:51+09"
2,70.12231580252677,"2022-08-15 23:26:11+09"
2,51.102876055337894,"2022-06-29 07:24:36+09"
2,62.95809869337847,"2022-07-18 21:37:13+09"
2,71.8301225343262,"2022-05-19 04:21:40+09"
2,62.716490898232,"2022-11-13 07:12:10+09"
2,64.72178683185099,"2022-10-12 09:19:22+09"
2,59.13477360850819,"2022-09-06 22:46:41+09"
2,71.40868407704954,"2022-10-22 20:31:13+09"
2,57.13090296340336,"2022-07-13 17:15:18+09"
2,59.17738816724799,"2022-12-24 18:01:32+09"
2,55.31844357149141,"2022-11-28 06:47:18+09"
2,69.09957048273135,"2022-09-05 19:45:18+09"
2,60.9181749395222,"2022-05-18 16:09:29+09"
2,50.868868384589966,"2022-10-14 11:33:16+09"
2,50.413152756162624,"2022-10-10 11:08:58+09"
2,61.84743848918282,"2022-06-11 12:00:46+09"
2,56.794549427141,"2022-07-19 06:24:42+09"
2,63.627453078811364,"2022-12-08 18:28:26+09"
2,56.651874492558925,"2022-06-25 23:53:31+09"
2,53.16700886237088,"2022-08-11 15:48:21+09"
2,56.98142842724528,"2022-06-01 04:59:16+09"
2,50.2869039638538,"2022-11-09 20:47:44+09"
2,71.64025971000487,"2022-07-06 02:47:56+09"
2,56.78437220147201,"2022-07-05 20:27:48+09"
2,70.59801381338654,"2022-09-30 13:37:14+09"
2,62.061901628031734,"2022-08-23 09:07:52+09"
2,72.57950722904985,"2022-10-26 21:59:57+09"
2,58.07102526446073,"2022-10-13 11:19:43+09"
2,58.75692229187323,"2022-07-07 17:12:31+09"
2,66.74497768540964,"2022-12-19 09:24:40+09"
2,66.71394033329852,"2022-12-09 16:12:09+09"
2,65.77824096770549,"2022-06-04 06:04:05+09"
2,61.50524442085802,"2022-07-17 08:32:11+09"
2,54.26704584631806,"2022-05-25 19:31:47+09"
2,72.9597464153114,"2022-08-05 13:52:14+09"
2,54.074731165298594,"2022-09-23 23:44:27+09"
2,73.16256394103242,"2022-09-17 12:28:56+09"
2,74.27884138161856,"2022-05-02 04:08:32+09"
2,60.571445022159935,"2022-10-29 21:14:01+09"
2,68.23941806657257,"2022-05-11 01:17:00+09"
2,53.16340671369114,"2022-10-25 13:40:26+09"
2,56.528657159854426,"2022-05-03 17:04:04+09"
2,51.713224116198376,"2022-05-29 22:14:40+09"
2,65.17584604954185,"2022-12-16 03:53:31+09"
2,61.09260315569378,"2022-09-10 17:18:24+09"
2,67.43010817305185,"2022-06-23 22:30:44+09"
2,70.0655616486557,"2022-06-18 09:41:33+09"
2,53.86661158528054,"2022-08-29 21:21:59+09"
2,55.88118655856789,"2022-11-10 16:08:43+09"
2,72.08486727914874,"2022-08-25 10:26:29+09"
2,50.39112236904019,"2022-10-20 19:36:59+09"
2,58.28224529551826,"2022-10-30 22:07:02+09"
2,64.31300923259384,"2022-07-04 07:52:38+09"
2,72.45247528210496,"2022-06-16 20:07:32+09"
2,73.47176306080529,"2022-05-14 21:28:30+09"
2,69.44627288634953,"2022-05-16 23:43:15+09"
2,68.96485968430139,"2022-06-17 21:07:15+09"
2,71.19773750581956,"2022-12-02 01:53:41+09"
2,52.49602043317046,"2022-08-08 13:32:30+09"
2,60.24559025864406,"2022-09-27 23:28:44+09"
2,64.24240904725004,"2022-07-11 16:05:49+09"
2,55.462362378868605,"2022-11-17 19:44:51+09"
2,59.03624089661379,"2022-11-19 18:41:30+09"
2,56.74063779322148,"2022-11-04 23:00:33+09"
2,50.26988271262052,"2022-07-21 20:24:01+09"
2,50.22111406359176,"2022-06-07 07:10:49+09"
2,65.4946528728812,"2022-05-01 20:26:32+09"
2,60.290957931771274,"2022-12-03 22:17:48+09"
2,50.31584822963141,"2022-11-15 15:06:06+09"
2,66.83830560498595,"2022-12-28 22:36:35+09"
2,73.7367662205051,"2022-06-28 17:26:56+09"
2,65.23829394804464,"2022-06-02 10:20:22+09"
2,69.56730878946274,"2022-08-17 21:32:29+09"
2,57.90532853363744,"2022-09-11 06:27:52+09"
2,56.15691598380141,"2022-12-12 03:16:54+09"
2,61.18247631409725,"2022-10-02 23:33:03+09"
2,68.46341665720728,"2022-10-11 20:20:55+09"
2,62.73154639227076,"2022-06-22 09:44:54+09"
2,66.63247566473002,"2022-12-01 10:30:33+09"
2,63.10150181249713,"2022-08-03 08:04:09+09"
2,71.02896798488254,"2022-09-03 16:22:25+09"
2,57.724814433748236,"2022-11-18 19:51:22+09"
2,66.13144033051532,"2022-11-16 20:40:55+09"
2,65.48498647913328,"2022-07-16 23:37:21+09"
2,64.12093122350842,"2022-10-21 17:03:53+09"
2,67.45941647831403,"2022-07-20 17:34:39+09"
2,69.23594412181221,"2022-06-21 23:25:13+09"
2,55.09482019591791,"2022-10-24 18:09:17+09"
2,68.37856393156136,"2022-09-26 18:37:54+09"
2,63.236521021579534,"2022-04-30 17:10:37+09"
2,54.331801522844465,"2022-04-27 16:38:57+09"
2,68.62268617908323,"2022-06-05 13:50:16+09"
2,74.39488271049032,"2022-10-15 16:30:29+09"
2,65.68168556377115,"2022-05-23 14:00:26+09"
2,68.71544403280868,"2022-07-25 19:55:07+09"
2,57.33948759866526,"2022-11-07 23:23:05+09"
2,59.27967456454033,"2022-11-27 22:38:59+09"
2,64.96176576021922,"2022-12-21 23:16:41+09"
2,59.02940918291743,"2022-10-01 18:24:08+09"
2,62.90031235281351,"2022-11-06 12:49:16+09"
2,70.38851982450981,"2022-06-03 21:23:56+09"
2,54.439995335640845,"2022-12-11 05:19:14+09"
2,63.63769997917532,"2022-06-26 05:44:09+09"
2,61.12766913195097,"2022-05-24 20:26:08+09"
2,60.70590465460653,"2022-07-29 12:00:01+09"
2,61.36989072067821,"2022-10-19 04:33:28+09"
2,55.565164333261066,"2022-09-16 22:36:36+09"
2,73.97265887999535,"2022-09-22 04:53:47+09"
2,69.1024535316276,"2022-09-21 18:46:13+09"
2,74.00681619527708,"2022-11-02 15:38:50+09"
2,57.57260568364769,"2022-06-20 23:57:30+09"
2,73.9020637769402,"2022-06-24 17:20:05+09"
2,62.74645331377983,"2022-09-08 23:15:07+09"
2,50.84608088790456,"2022-05-30 19:15:40+09"
2,74.63179189025513,"2022-09-12 22:29:06+09"
2,66.91804062472461,"2022-08-13 00:25:24+09"
2,70.55977576622281,"2022-06-19 12:32:58+09"
2,52.26298675815877,"2022-09-04 21:23:37+09"
2,61.255419637321566,"2022-10-16 13:58:51+09"
2,66.434367516859,"2022-09-28 23:19:13+09"
2,70.17299647995046,"2022-12-23 21:19:29+09"
2,59.4772211832033,"2022-10-05 18:20:07+09"
2,71.65195247106831,"2022-11-03 14:21:43+09"
2,71.49277450942387,"2022-05-27 20:15:23+09"
2,69.8703925642122,"2022-08-09 17:48:07+09"
2,51.91161671002826,"2022-11-26 17:56:40+09"
2,54.86025690588565,"2022-10-06 11:05:45+09"
2,64.0243542896589,"2022-08-22 15:48:58+09"
2,67.52032004198567,"2022-10-04 11:58:31+09"
2,66.5058443831011,"2022-08-28 20:56:44+09"
2,53.45819521201207,"2022-08-30 17:57:35+09"
2,68.08784193791733,"2022-11-24 20:42:37+09"
2,69.14152236289335,"2022-12-04 09:35:37+09"
2,72.73491217315922,"2022-11-22 18:56:00+09"
2,64.03867946166102,"2022-05-20 21:57:17+09"
2,52.89529175782184,"2022-12-27 01:35:09+09"
2,53.96071421214069,"2022-08-24 16:58:10+09"
2,72.16705352294198,"2022-08-14 10:17:34+09"
2,68.17626409186573,"2022-10-08 23:24:26+09"
2,50.76233785532321,"2022-09-18 19:21:01+09"
2,51.39874770982314,"2022-04-28 11:30:57+09"
2,65.70206576892457,"2022-08-01 03:20:19+09"
2,64.70938831703282,"2022-07-23 18:18:05+09"
2,68.95054677169517,"2022-05-04 21:50:22+09"
2,64.64156005464805,"2022-06-27 22:46:23+09"
2,70.02833095322688,"2022-09-01 18:05:58+09"
2,70.61209741222325,"2022-05-06 16:39:49+09"
2,56.20953962258303,"2022-10-17 17:22:58+09"
2,52.88198789938529,"2022-06-30 00:35:22+09"
2,72.16766119876658,"2022-12-14 08:35:55+09"
2,73.44296272047558,"2022-12-07 23:33:42+09"
2,59.630223173272356,"2022-11-05 04:14:23+09"
2,59.53746118942527,"2022-12-20 07:10:30+09"
2,58.02163384664745,"2022-05-07 14:13:39+09"
2,50.88953504920128,"2022-12-29 22:38:29+09"
2,74.697194769194,"2022-09-13 22:03:57+09"
2,53.14326345150049,"2022-09-19 23:28:24+09"
2,56.666449276755216,"2022-05-09 01:18:51+09"
2,56.84158382996448,"2022-12-26 20:43:08+09"
2,64.9063279372196,"2022-10-28 20:00:17+09"
2,67.13562889582676,"2022-10-09 21:42:40+09"
2,51.87764115003155,"2022-08-31 05:01:20+09"
2,64.68733065447162,"2022-11-20 02:17:23+09"
2,52.14649762976838,"2022-05-21 16:58:25+09"
2,57.99927422071586,"2022-10-07 21:11:27+09"
2,52.296682075519094,"2022-07-10 18:46:34+09"
2,65.54809191687939,"2022-05-17 22:10:38+09"
2,61.94823875309227,"2022-11-21 22:45:38+09"
2,65.19355252146447,"2022-07-08 04:23:33+09"
2,69.9850690970858,"2022-08-06 13:36:16+09"
2,72.86047442787597,"2022-09-14 10:01:28+09"
2,56.92062708881872,"2022-08-04 22:06:10+09"
2,64.81064354494089,"2022-09-20 18:49:56+09"
2,56.53895072856402,"2022-07-14 12:48:38+09"
2,58.99769270979164,"2022-11-29 17:46:17+09"
2,57.377166178359246,"2022-06-10 22:03:18+09"
2,57.579756264808715,"2022-11-12 19:46:51+09"
2,61.038576659419604,"2022-12-25 00:28:34+09"
2,51.76038705396235,"2022-11-23 13:33:37+09"
2,65.30074982422882,"2022-04-29 14:47:02+09"
2,61.17916612987985,"2022-10-31 08:23:38+09"
3,84.98438279025332,"2022-04-06 15:13:09+09"
3,67.06150573398835,"2022-01-05 23:36:03+09"
3,78.01612655870733,"2022-12-24 21:02:47+09"
3,67.3562726842648,"2022-04-15 22:35:55+09"
3,76.5872481551873,"2022-04-08 15:02:26+09"
3,82.22928962836934,"2022-06-28 09:15:17+09"
3,68.73908940603489,"2022-09-15 23:25:10+09"
3,79.50554101774651,"2022-12-21 09:25:05+09"
3,76.94705262895977,"2022-01-06 15:22:57+09"
3,76.43719089397506,"2022-10-30 20:00:52+09"
3,77.98801333791721,"2022-10-23 16:44:48+09"
3,78.03189047110402,"2022-01-21 18:51:43+09"
3,82.2745793180108,"2022-05-27 15:51:06+09"
3,78.14203719330325,"2022-08-22 11:41:14+09"
3,71.04650802846763,"2022-02-25 15:31:53+09"
3,75.90430168900977,"2022-12-27 17:37:23+09"
3,81.83865761891411,"2022-04-22 05:19:29+09"
3,79.32021884186565,"2022-03-12 11:51:34+09"
3,77.79370431513865,"2022-08-01 01:00:44+09"
3,81.414656594541,"2022-09-24 08:42:01+09"
3,75.44837921581133,"2022-02-06 19:59:23+09"
3,72.36597786658893,"2022-03-14 22:37:52+09"
3,82.38681351689803,"2022-12-14 19:31:48+09"
3,71.06041744757879,"2022-01-09 21:49:38+09"
3,79.46896493861998,"2022-10-25 16:56:37+09"
3,83.71430124222593,"2022-05-05 10:14:36+09"
3,73.40738337232027,"2022-03-04 14:44:05+09"
3,72.0589709271188,"2022-02-12 03:00:26+09"
3,84.09973105593475,"2022-05-16 10:28:03+09"
3,70.81488334480521,"2022-05-25 04:56:23+09"
3,70.90140780220987,"2022-11-19 12:05:52+09"
3,67.39490743892046,"2022-09-02 21:28:06+09"
3,73.53508950749911,"2022-12-02 22:06:16+09"
3,76.70959001664403,"2022-07-29 07:09:47+09"
3,74.53424168510571,"2022-07-05 00:15:48+09"
3,84.96828693699743,"2022-03-28 17:31:17+09"
3,82.99879110129896,"2022-11-22 23:41:36+09"
3,76.71295250556962,"2022-12-19 19:12:45+09"
3,66.26793253169936,"2022-11-04 13:59:13+09"
3,71.82046425820049,"2022-09-06 14:03:45+09"
3,80.68055785222354,"2022-04-23 01:35:03+09"
3,72.31946891871951,"2022-01-29 20:40:40+09"
3,79.82675176682058,"2022-04-27 12:52:44+09"
3,82.93684111195716,"2022-09-08 11:30:03+09"
3,83.80123756468343,"2022-04-04 22:57:22+09"
3,83.56433052184714,"2022-07-17 10:38:28+09"
3,83.33556117618191,"2022-04-19 23:26:52+09"
3,75.19267545524204,"2022-09-23 13:51:40+09"
3,76.54970542377009,"2022-05-21 23:19:48+09"
3,76.8885178682083,"2022-12-17 09:50:03+09"
3,75.0445506345536,"2022-02-09 07:42:21+09"
3,77.0362775200536,"2022-02-13 23:34:51+09"
3,81.83375631557257,"2022-02-17 05:00:56+09"
3,84.33269058099462,"2022-12-28 01:09:28+09"
3,82.746017131457,"2022-02-19 21:00:32+09"
3,77.03340283817622,"2022-11-07 12:44:10+09"
3,68.817110270376,"2022-10-01 16:54:46+09"
3,78.3728304032,"2022-11-12 09:19:03+09"
3,70.78244732972173,"2022-08-20 11:11:04+09"
3,75.28735193694841,"2022-03-03 15:04:05+09"
3,73.58336368354877,"2022-12-11 21:12:23+09"
3,65.50352351041558,"2022-06-06 11:42:04+09"
3,72.16971691830042,"2022-11-08 08:15:49+09"
3,78.48374664643573,"2022-05-12 22:27:48+09"
3,66.79220446776095,"2022-09-09 12:38:22+09"
3,74.8884045086075,"2022-08-27 15:12:56+09"
3,67.55675598750946,"2022-07-26 08:43:04+09"
3,69.44173921145503,"2022-10-05 15:14:20+09"
3,67.4310604522354,"2022-03-10 18:41:11+09"
3,71.84349198104826,"2022-02-08 07:48:06+09"
3,81.21040000629864,"2022-08-15 18:26:08+09"
3,72.88335235686473,"2022-08-16 22:46:11+09"
3,69.25514013278058,"2022-09-22 10:47:21+09"
3,71.21890559395926,"2022-05-18 13:36:02+09"
3,80.62596210957999,"2022-08-11 21:00:34+09"
3,80.15312982944026,"2022-10-13 14:33:19+09"
3,74.0419226428433,"2022-11-01 12:05:22+09"
3,78.27266983881213,"2022-03-02 22:05:19+09"
3,72.27861627482567,"2022-09-20 16:48:29+09"
3,72.89657154626302,"2022-07-19 08:40:05+09"
3,79.4886874029875,"2022-02-20 09:10:11+09"
3,71.76116672983913,"2022-05-08 01:18:33+09"
3,76.1711918647379,"2022-04-12 10:45:03+09"
3,77.55961214619686,"2022-06-29 22:35:02+09"
3,80.8092203580425,"2022-10-18 15:56:17+09"
3,81.75667493413505,"2022-06-04 22:12:36+09"
3,71.5950259269903,"2022-09-04 20:08:44+09"
3,72.19913693957635,"2022-04-26 04:53:58+09"
3,66.81995413493156,"2022-08-13 10:44:02+09"
3,74.30676541659888,"2022-11-13 10:00:08+09"
3,76.78647563671558,"2022-07-09 12:02:34+09"
3,76.70310769850391,"2022-07-31 12:29:50+09"
3,73.74571959590679,"2022-04-28 15:26:43+09"
3,83.23742986474099,"2022-09-26 15:59:04+09"
3,79.71601895428516,"2022-05-26 03:54:25+09"
3,71.12446334801332,"2022-07-27 04:07:10+09"
3,66.71144549008893,"2022-12-04 23:08:58+09"
3,70.33924110246534,"2022-07-23 20:38:07+09"
3,82.29349755903483,"2022-12-26 21:56:36+09"
3,83.90685426855569,"2022-04-02 21:46:59+09"
3,77.84205288515956,"2022-10-11 17:49:09+09"
3,69.57390031250894,"2022-07-10 10:05:03+09"
3,76.56170577794124,"2022-05-10 23:28:10+09"
3,72.87879582269292,"2022-10-12 21:45:17+09"
3,70.1431602661516,"2022-01-03 01:30:13+09"
3,71.06795046498159,"2022-01-16 23:20:02+09"
3,70.93475062726424,"2022-01-15 14:29:10+09"
3,67.35251847754007,"2022-05-22 18:26:54+09"
3,65.81423199464477,"2022-06-13 00:00:35+09"
3,84.55617539065437,"2022-09-11 04:40:13+09"
3,84.50529974247327,"2022-07-14 13:27:56+09"
3,69.24646218340884,"2022-04-29 03:33:40+09"
3,70.54669408704646,"2022-11-09 18:20:09+09"
3,68.6342634582203,"2022-06-09 21:05:37+09"
3,74.8104773319813,"2022-05-28 15:00:33+09"
3,71.08238305835096,"2022-05-20 06:08:10+09"
3,77.86456431193825,"2022-10-15 12:37:59+09"
3,67.48339694803889,"2022-05-06 15:53:11+09"
3,77.12684870100816,"2022-08-12 03:16:16+09"
3,65.97664218798063,"2022-01-13 21:33:11+09"
3,77.69216029438175,"2022-05-23 16:31:48+09"
3,77.20005576472587,"2022-07-24 18:47:57+09"
3,80.96375011751847,"2022-10-04 22:55:50+09"
3,79.49325588477564,"2022-10-07 17:01:06+09"
3,71.45410342031494,"2022-02-10 20:38:42+09"
3,68.04698711221373,"2022-06-14 04:45:35+09"
3,65.19437588289908,"2022-08-21 00:14:35+09"
3,67.12797830965879,"2022-10-02 22:02:44+09"
3,71.88261282495463,"2022-08-18 13:13:59+09"
3,71.14816630993771,"2022-06-02 08:02:48+09"
3,66.60756961794297,"2022-08-06 08:38:24+09"
3,78.14887902465203,"2022-05-14 09:07:19+09"
3,71.25162587085481,"2022-11-23 13:53:51+09"
3,72.47635224855489,"2022-09-21 21:02:47+09"
3,82.53897372840326,"2022-01-18 13:49:38+09"
3,82.50632362043993,"2022-08-08 10:40:05+09"
3,70.84796468544032,"2022-07-04 11:23:30+09"
3,68.49631451565597,"2022-05-04 08:18:26+09"
3,84.86460486689931,"2022-03-31 18:58:19+09"
3,69.17114198703554,"2022-10-16 01:49:47+09"
3,76.65273449611443,"2022-11-05 02:57:47+09"
3,70.31296197858424,"2022-11-30 22:31:11+09"
3,82.92309968061916,"2022-09-05 18:27:46+09"
3,83.73722922808135,"2022-06-18 10:49:16+09"
3,79.22791882048939,"2022-12-20 22:25:48+09"
3,84.00726393082749,"2022-11-25 06:46:35+09"
3,65.85705116963793,"2022-03-29 15:48:14+09"
3,66.13791777272853,"2022-10-09 19:38:26+09"
3,82.81443391331322,"2022-02-18 19:51:40+09"
3,84.73910649821448,"2022-10-10 07:18:45+09"
3,77.00570533429857,"2022-08-29 16:13:12+09"
3,69.86810454196545,"2022-07-22 15:26:26+09"
3,65.11696604028657,"2022-12-07 18:05:42+09"
3,80.92189531473485,"2022-05-15 20:52:57+09"
3,84.64858478743304,"2022-10-19 15:49:21+09"
3,80.02822005411615,"2022-01-23 07:46:58+09"
3,72.77586281430807,"2022-04-11 19:12:23+09"
3,68.63301256606948,"2022-07-12 08:44:01+09"
3,72.45158914384945,"2022-01-25 22:03:04+09"
3,78.13073318805303,"2022-06-30 22:42:49+09"
3,82.08162909358113,"2022-04-16 22:00:46+09"
